,mean_pos_prob,mean_neg_prob,mean_prob,median_pos_prob,median_neg_prob,median_prob,std_pos_prob,std_neg_prob,std_prob,entropy_pos_prob,entropy_neg_prob,entropy_prob,rs_pos_percent,rs_neg_percent,rs_pos_high_percent,rs_conf_percent,slide_name,patient
0,0.4553362518771144,0.2180734667742485,0.2395924551685222,0.4130462616682052,0.2144456607103347,0.2227859422191977,0.1106561506389831,0.0585471028187031,0.09417923269461,7.629975707027791,9.93513155787059,10.030208305315284,0.0679179311254783,0.6809275630030347,0.0018801952764216,0.748845494128513,TCGA-2A-A8VL-01Z-00-DX1,TCGA-2A-A8VL
1,0.5173061232966469,0.2061463249007669,0.2490024574890491,0.4795317223668098,0.1996875162050127,0.2134448684006929,0.1365216990466097,0.06130121484913,0.1315502336824795,7.738488122494646,9.572758790541975,9.720945971538624,0.0997609215387959,0.6245598782873288,0.0078678548141708,0.7243207998261247,TCGA-2A-A8VO-01Z-00-DX1,TCGA-2A-A8VO
2,0.5745667626488059,0.220282928234454,0.3345616692516739,0.531129981353879,0.2184851191192865,0.2706225312873721,0.1725610704349964,0.0677295140418174,0.2003540405663068,7.05444965813294,7.796469243086056,8.185907481482323,0.1693725318121983,0.3557115694017844,0.0408073716542343,0.5250841012139827,TCGA-2A-A8VT-01Z-00-DX1,TCGA-2A-A8VT
3,0.5181674790573131,0.2816282471602722,0.4261286192413686,0.4851830476522445,0.2894997899234294,0.3952277241647243,0.1290099481859176,0.0487957785905268,0.1561867448475747,8.41869794466714,7.967626739333816,8.911529941736557,0.2889115602882102,0.1840209143658738,0.0200216795256009,0.472932474654084,TCGA-2A-A8VV-01Z-00-DX1,TCGA-2A-A8VV
4,0.6422391580872978,0.2707279343505762,0.5316407908130398,0.6665461973845959,0.273936967998743,0.5175426155328751,0.165381036272821,0.0507371316352842,0.2209889926526582,7.950854857719989,7.092573715974679,8.304247465078475,0.3328251436613111,0.1410812712560103,0.1110589890934678,0.4739064149173214,TCGA-2A-A8VX-01Z-00-DX1,TCGA-2A-A8VX
5,0.5103007176070339,0.2300585388528237,0.2996416339034986,0.4626006126403807,0.2302337677031755,0.2620551551878452,0.1381039678771597,0.0638543602909524,0.1498625023107652,6.731018100482082,7.838737559599282,8.12415060330663,0.1747653806047966,0.5290928050052137,0.0141814389989572,0.7038581856100105,TCGA-2A-A8W1-01Z-00-DX1,TCGA-2A-A8W1
6,0.5579561244490927,0.222690478103592,0.2875441331753305,0.5052166849374771,0.2220561274513602,0.2426682035252451,0.1708828080458222,0.0623892713674148,0.1622475221004249,7.140453043101159,8.568266461600235,8.783242963740907,0.0873114708731147,0.3640514736405147,0.0180572851805728,0.4513629445136294,TCGA-2A-A8W3-01Z-00-DX1,TCGA-2A-A8W3
7,0.4883921156860353,0.2433632119198482,0.3375949703875695,0.4581528186798095,0.2474441125243902,0.3092960800230503,0.1129046451570598,0.0650927400915288,0.1473772473756805,8.97119446318447,9.441372724710629,9.926813377839627,0.256474574062612,0.4104309867413754,0.008893377202984,0.6669055608039873,TCGA-2A-AAYF-01Z-00-DX1,TCGA-2A-AAYF
8,0.5463314550231421,0.240761090330149,0.4065234611741351,0.5207557292282581,0.2466719496250152,0.3770009657740593,0.1372487768542053,0.0686160187495196,0.1885419040932039,9.675457079648526,9.505171826581176,10.287081896226075,0.3188162031196812,0.2688972988125989,0.0325183716785807,0.5877135019322801,TCGA-2A-AAYO-01Z-00-DX1,TCGA-2A-AAYO
9,0.5319277048467935,0.2235978148093214,0.316244346248598,0.4977298456430435,0.224315432049334,0.2679420789331197,0.1427624742985615,0.0678054203712597,0.1712389840239806,8.443761913330352,9.288781798282743,9.64614067988042,0.1654322746047571,0.3851303233157669,0.0169135450790485,0.5505625979205241,TCGA-2A-AAYU-01Z-00-DX1,TCGA-2A-AAYU
